,NEG_word
3900,smoke
3901,smokescreen
3902,smolder
3903,smoldering
3904,smother
3905,smoulder
3906,smouldering
3907,smudge
3908,smudged
3909,smudges
3910,smudging
3911,smug
3912,smugly
3913,smut
3914,smuttier
3915,smuttiest
3916,smutty
3917,snag
3918,snagged
3919,snagging
3920,snags
3921,snappish
3922,snappishly
3923,snare
3924,snarky
3925,snarl
3926,sneak
3927,sneakily
3928,sneaky
3929,sneer
3930,sneering
3931,sneeringly
3932,snob
3933,snobbish
3934,snobby
3935,snobish
3936,snobs
3937,snub
3938,so-cal
3939,soapy
3940,sob
3941,sober
3942,sobering
3943,solemn
3944,solicitude
3945,somber
3946,sore
3947,sorely
3948,soreness
3949,sorrow
3950,sorrowful
3951,sorrowfully
3952,sorry
3953,sour
3954,sourly
3955,spade
3956,spank
3957,spendy
3958,spew
3959,spewed
3960,spewing
3961,spews
3962,spilling
3963,spinster
3964,spiritless
3965,spite
3966,spiteful
3967,spitefully
3968,spitefulness
3969,splatter
3970,split
3971,splitting
3972,spoil
3973,spoilage
3974,spoilages
3975,spoiled
3976,spoilled
3977,spoils
3978,spook
3979,spookier
3980,spookiest
3981,spookily
3982,spooky
3983,spoon-fed
3984,spoon-feed
3985,spoonfed
3986,sporadic
3987,spotty
3988,spurious
3989,spurn
3990,sputter
3991,squabble
3992,squabbling
3993,squander
3994,squash
3995,squeak
3996,squeaks
3997,squeaky
3998,squeal
3999,squealing
4000,squeals
4001,squirm
4002,stab
4003,stagnant
4004,stagnate
4005,stagnation
4006,staid
4007,stain
4008,stains
4009,stale
4010,stalemate
4011,stall
4012,stalls
4013,stammer
4014,stampede
4015,standstill
4016,stark
4017,starkly
4018,startle
4019,startling
4020,startlingly
4021,starvation
4022,starve
4023,static
4024,steal
4025,stealing
4026,steals
4027,steep
4028,steeply
4029,stench
4030,stereotype
4031,stereotypical
4032,stereotypically
4033,stern
4034,stew
4035,sticky
4036,stiff
4037,stiffness
4038,stifle
4039,stifling
4040,stiflingly
4041,stigma
4042,stigmatize
4043,sting
4044,stinging
4045,stingingly
4046,stingy
4047,stink
4048,stinks
4049,stodgy
4050,stole
4051,stolen
4052,stooge
4053,stooges
4054,stormy
4055,straggle
4056,straggler
4057,strain
4058,strained
4059,straining
4060,strange
4061,strangely
4062,stranger
4063,strangest
4064,strangle
4065,streaky
4066,strenuous
4067,stress
4068,stresses
4069,stressful
4070,stressfully
4071,stricken
4072,strict
4073,strictly
4074,strident
4075,stridently
4076,strife
4077,strike
4078,stringent
4079,stringently
4080,struck
4081,struggle
4082,struggled
4083,struggles
4084,struggling
4085,strut
4086,stubborn
4087,stubbornly
4088,stubbornness
4089,stuck
4090,stuffy
4091,stumble
4092,stumbled
4093,stumbles
4094,stump
4095,stumped
4096,stumps
4097,stun
4098,stunt
4099,stunted
4100,stupid
4101,stupidest
4102,stupidity
4103,stupidly
4104,stupified
4105,stupify
4106,stupor
4107,stutter
4108,stuttered
4109,stuttering
4110,stutters
4111,sty
4112,stymied
4113,sub-par
4114,subdued
4115,subjected
4116,subjection
4117,subjugate
4118,subjugation
4119,submissive
4120,subordinate
4121,subpoena
4122,subpoenas
4123,subservience
4124,subservient
4125,substandard
4126,subtract
4127,subversion
4128,subversive
4129,subversively
4130,subvert
4131,succumb
4132,suck
4133,sucked
4134,sucker
4135,sucks
4136,sucky
4137,sue
4138,sued
4139,sueing
4140,sues
4141,suffer
4142,suffered
4143,sufferer
4144,sufferers
4145,suffering
4146,suffers
4147,suffocate
4148,sugar-coat
4149,sugar-coated
4150,sugarcoated
4151,suicidal
4152,suicide
4153,sulk
4154,sullen
4155,sully
4156,sunder
4157,sunk
4158,sunken
4159,superficial
4160,superficiality
4161,superficially
4162,superfluous
4163,superstition
4164,superstitious
4165,suppress
4166,suppression
4167,surrender
4168,susceptible
4169,suspect
4170,suspicion
4171,suspicions
4172,suspicious
4173,suspiciously
4174,swagger
4175,swamped
4176,sweaty
4177,swelled
4178,swelling
4179,swindle
4180,swipe
4181,swollen
4182,symptom
4183,symptoms
4184,syndrome
4185,taboo
4186,tacky
4187,taint
4188,tainted
4189,tamper
4190,tangle
4191,tangled
4192,tangles
4193,tank
4194,tanked
4195,tanks
4196,tantrum
4197,tardy
4198,tarnish
4199,tarnished
4200,tarnishes
4201,tarnishing
4202,tattered
4203,taunt
4204,taunting
4205,tauntingly
4206,taunts
4207,taut
4208,tawdry
4209,taxing
4210,tease
4211,teasingly
4212,tedious
4213,tediously
4214,temerity
4215,temper
4216,tempest
4217,temptation
4218,tenderness
4219,tense
4220,tension
4221,tentative
4222,tentatively
4223,tenuous
4224,tenuously
4225,tepid
4226,terrible
4227,terribleness
4228,terribly
4229,terror
4230,terror-genic
4231,terrorism
4232,terrorize
4233,testily
4234,testy
4235,tetchily
4236,tetchy
4237,thankless
4238,thicker
4239,thirst
4240,thorny
4241,thoughtless
4242,thoughtlessly
4243,thoughtlessness
4244,thrash
4245,threat
4246,threaten
4247,threatening
4248,threats
4249,threesome
4250,throb
4251,throbbed
4252,throbbing
4253,throbs
4254,throttle
4255,thug
4256,thumb-down
4257,thumbs-down
4258,thwart
4259,time-consuming
4260,timid
4261,timidity
4262,timidly
4263,timidness
4264,tin-y
4265,tingled
4266,tingling
4267,tired
4268,tiresome
4269,tiring
4270,tiringly
4271,toil
4272,toll
4273,top-heavy
4274,topple
4275,torment
4276,tormented
4277,torrent
4278,tortuous
4279,torture
4280,tortured
4281,tortures
4282,torturing
4283,torturous
4284,torturously
4285,totalitarian
4286,touchy
4287,toughness
4288,tout
4289,touted
4290,touts
4291,toxic
4292,traduce
4293,tragedy
4294,tragic
4295,tragically
4296,traitor
4297,traitorous
4298,traitorously
4299,tramp
4300,trample
4301,transgress
4302,transgression
4303,trap
4304,traped
4305,trapped
4306,trash
4307,trashed
4308,trashy
4309,trauma
4310,traumatic
4311,traumatically
4312,traumatize
4313,traumatized
4314,travesties
4315,travesty
4316,treacherous
4317,treacherously
4318,treachery
4319,treason
4320,treasonous
4321,trick
4322,tricked
4323,trickery
4324,tricky
4325,trivial
4326,trivialize
4327,trouble
4328,troubled
4329,troublemaker
4330,troubles
4331,troublesome
4332,troublesomely
4333,troubling
4334,troublingly
4335,truant
4336,tumble
4337,tumbled
4338,tumbles
4339,tumultuous
4340,turbulent
4341,turmoil
4342,twist
4343,twisted
4344,twists
4345,two-faced
4346,two-faces
4347,tyrannical
4348,tyrannically
4349,tyranny
4350,tyrant
4351,ugh
4352,uglier
4353,ugliest
4354,ugliness
4355,ugly
4356,ulterior
4357,ultimatum
4358,ultimatums
4359,ultra-hardline
4360,un-viewable
4361,unable
4362,unacceptable
4363,unacceptablely
4364,unacceptably
4365,unaccessible
4366,unaccustomed
4367,unachievable
4368,unaffordable
4369,unappealing
4370,unattractive
4371,unauthentic
4372,unavailable
4373,unavoidably
4374,unbearable
4375,unbearablely
4376,unbelievable
4377,unbelievably
4378,uncaring
4379,uncertain
4380,uncivil
4381,uncivilized
4382,unclean
4383,unclear
4384,uncollectible
4385,uncomfortable
4386,uncomfortably
4387,uncomfy
4388,uncompetitive
4389,uncompromising
4390,uncompromisingly
4391,unconfirmed
4392,unconstitutional
4393,uncontrolled
4394,unconvincing
4395,unconvincingly
4396,uncooperative
4397,uncouth
4398,uncreative
4399,undecided
4400,undefined
4401,undependability
4402,undependable
4403,undercut
4404,undercuts
4405,undercutting
4406,underdog
4407,underestimate
4408,underlings
4409,undermine
4410,undermined
4411,undermines
4412,undermining
4413,underpaid
4414,underpowered
4415,undersized
4416,undesirable
4417,undetermined
4418,undid
4419,undignified
4420,undissolved
4421,undocumented
4422,undone
4423,undue
4424,unease
4425,uneasily
4426,uneasiness
4427,uneasy
4428,uneconomical
4429,unemployed
4430,unequal
4431,unethical
4432,uneven
4433,uneventful
4434,unexpected
4435,unexpectedly
4436,unexplained
4437,unfairly
4438,unfaithful
4439,unfaithfully
4440,unfamiliar
4441,unfavorable
4442,unfeeling
4443,unfinished
4444,unfit
4445,unforeseen
4446,unforgiving
4447,unfortunate
4448,unfortunately
4449,unfounded
4450,unfriendly
4451,unfulfilled
4452,unfunded
4453,ungovernable
4454,ungrateful
4455,unhappily
4456,unhappiness
4457,unhappy
4458,unhealthy
4459,unhelpful
4460,unilateralism
4461,unimaginable
4462,unimaginably
4463,unimportant
4464,uninformed
4465,uninsured
4466,unintelligible
4467,unintelligile
4468,unipolar
4469,unjust
4470,unjustifiable
4471,unjustifiably
4472,unjustified
4473,unjustly
4474,unkind
4475,unkindly
4476,unknown
4477,unlamentable
4478,unlamentably
4479,unlawful
4480,unlawfully
4481,unlawfulness
4482,unleash
4483,unlicensed
4484,unlikely
4485,unlucky
4486,unmoved
4487,unnatural
4488,unnaturally
4489,unnecessary
4490,unneeded
4491,unnerve
4492,unnerved
4493,unnerving
4494,unnervingly
4495,unnoticed
4496,unobserved
4497,unorthodox
4498,unorthodoxy
4499,unpleasant
4500,unpleasantries
4501,unpopular
4502,unpredictable
4503,unprepared
4504,unproductive
4505,unprofitable
4506,unprove
4507,unproved
4508,unproven
4509,unproves
4510,unproving
4511,unqualified
4512,unravel
4513,unraveled
4514,unreachable
4515,unreadable
4516,unrealistic
4517,unreasonable
4518,unreasonably
4519,unrelenting
4520,unrelentingly
4521,unreliability
4522,unreliable
4523,unresolved
4524,unresponsive
4525,unrest
4526,unruly
4527,unsafe
4528,unsatisfactory
4529,unsavory
4530,unscrupulous
4531,unscrupulously
4532,unsecure
4533,unseemly
4534,unsettle
4535,unsettled
4536,unsettling
4537,unsettlingly
4538,unskilled
4539,unsophisticated
4540,unsound
4541,unspeakable
4542,unspeakablely
4543,unspecified
4544,unstable
4545,unsteadily
4546,unsteadiness
4547,unsteady
4548,unsuccessful
4549,unsuccessfully
4550,unsupported
4551,unsupportive
4552,unsure
4553,unsuspecting
4554,unsustainable
4555,untenable
4556,untested
4557,unthinkable
4558,unthinkably
4559,untimely
4560,untouched
4561,untrue
4562,untrustworthy
4563,untruthful
4564,unusable
4565,unusably
4566,unuseable
4567,unuseably
4568,unusual
4569,unusually
4570,unviewable
4571,unwanted
4572,unwarranted
4573,unwatchable
4574,unwelcome
4575,unwell
4576,unwieldy
4577,unwilling
4578,unwillingly
4579,unwillingness
4580,unwise
4581,unwisely
4582,unworkable
4583,unworthy
4584,unyielding
4585,upbraid
4586,upheaval
4587,uprising
4588,uproar
4589,uproarious
4590,uproariously
4591,uproarous
4592,uproarously
4593,uproot
4594,upset
4595,upseting
4596,upsets
4597,upsetting
4598,upsettingly
4599,urgent
4600,useless
4601,usurp
4602,usurper
4603,utterly
4604,vagrant
4605,vague
4606,vagueness
4607,vain
4608,vainly
4609,vanity
4610,vehement
4611,vehemently
4612,vengeance
4613,vengeful
4614,vengefully
4615,vengefulness
4616,venom
4617,venomous
4618,venomously
4619,vent
4620,vestiges
4621,vex
4622,vexation
4623,vexing
4624,vexingly
4625,vibrate
4626,vibrated
4627,vibrates
4628,vibrating
4629,vibration
4630,vice
4631,vicious
4632,viciously
4633,viciousness
4634,victimize
4635,vile
4636,vileness
4637,vilify
4638,villainous
4639,villainously
4640,villains
4641,villian
4642,villianous
4643,villianously
4644,villify
4645,vindictive
4646,vindictively
4647,vindictiveness
4648,violate
4649,violation
4650,violator
4651,violators
4652,violent
4653,violently
4654,viper
4655,virulence
4656,virulent
4657,virulently
4658,virus
4659,vociferous
4660,vociferously
4661,volatile
4662,volatility
4663,vomit
4664,vomited
4665,vomiting
4666,vomits
4667,vulgar
4668,vulnerable
4669,wack
4670,wail
4671,wallow
4672,wane
4673,waning
4674,wanton
4675,war-like
4676,warily
4677,wariness
4678,warlike
4679,warned
4680,warning
4681,warp
4682,warped
4683,wary
4684,washed-out
4685,waste
4686,wasted
4687,wasteful
4688,wastefulness
4689,wasting
4690,water-down
4691,watered-down
4692,wayward
4693,weak
4694,weaken
4695,weakening
4696,weaker
4697,weakness
4698,weaknesses
4699,weariness
4700,wearisome
4701,weary
4702,wedge
4703,weed
4704,weep
4705,weird
4706,weirdly
4707,wheedle
4708,whimper
4709,whine
4710,whining
4711,whiny
4712,whips
4713,whore
4714,whores
4715,wicked
4716,wickedly
4717,wickedness
4718,wild
4719,wildly
4720,wiles
4721,wilt
4722,wily
4723,wimpy
4724,wince
4725,wobble
4726,wobbled
4727,wobbles
4728,woe
4729,woebegone
4730,woeful
4731,woefully
4732,womanizer
4733,womanizing
4734,worn
4735,worried
4736,worriedly
4737,worrier
4738,worries
4739,worrisome
4740,worry
4741,worrying
4742,worryingly
4743,worse
4744,worsen
4745,worsening
4746,worst
4747,worthless
4748,worthlessly
4749,worthlessness
4750,wound
4751,wounds
4752,wrangle
4753,wrath
4754,wreak
4755,wreaked
4756,wreaks
4757,wreck
4758,wrest
4759,wrestle
4760,wretch
4761,wretched
4762,wretchedly
4763,wretchedness
4764,wrinkle
4765,wrinkled
4766,wrinkles
4767,wrip
4768,wripped
4769,wripping
4770,writhe
4771,wrong
4772,wrongful
4773,wrongly
4774,wrought
4775,yawn
4776,zap
4777,zapped
4778,zaps
4779,zealot
4780,zealous
4781,zealously
4782,zombie
