ngram,all,up,down,polarity,hawk/dov
자세히/MAG,999,281.0,594.0,0.5380850059986843,dovish
인플레이션/NNG;억제/NNG,994,512.0,343.0,1.6978794673787687,hawkish
연차/NNG,989,218.0,573.0,0.4327458254723633,dovish
fx스왑/NNG,989,445.0,380.0,1.3320098298897942,hawkish
허브/NNG,985,114.0,288.0,0.4502392777061945,dovish
만난/VV,978,313.0,473.0,0.7526866482984161,dovish
특허/NNG,978,630.0,266.0,2.693952464945651,hawkish
보조/NNG,977,448.0,359.0,1.4194319641979192,hawkish
견지/NNG,973,451.0,381.0,1.3464262859212184,hawkish
대북/NNG,971,449.0,328.0,1.5570534199492785,hawkish
국경/NNG,968,514.0,314.0,1.8619348742150907,hawkish
금리/NNG;인상/NNG재현/NNG,967,224.0,526.0,0.48438790413217964,dovish
활황/NNG,967,429.0,375.0,1.3012389061790819,hawkish
한/NNG,965,308.0,484.0,0.7238296521975184,dovish
실천/NNG,963,273.0,524.0,0.592600993879266,dovish
국채교환/NNG,961,108.0,732.0,0.16781998961956515,dovish
션/NNG,956,422.0,367.0,1.3079086202806074,hawkish
베스트/NNG,954,298.0,534.0,0.6347548421357585,dovish
단호/NNG,953,168.0,506.0,0.3776502533204444,dovish
정관변경/NNG,953,456.0,361.0,1.436774647971014,hawkish
정책위/NNG,952,218.0,576.0,0.43049194096469473,dovish
대외/NNG;위험/NNG,950,439.0,372.0,1.3423092897318805,hawkish
선물옵션/NNG,949,320.0,481.0,0.756721228314602,dovish
세계/NNG;경제/NNG;성장/NNG,949,353.0,300.0,1.3383954949918877,hawkish
소시/NNG,947,424.0,369.0,1.3069847068715548,hawkish
재협상/NNG,945,383.0,334.0,1.304317504152329,hawkish
짚/VV,943,299.0,468.0,0.7267019920871911,dovish
수요측면/NNG,942,442.0,358.0,1.40433350717651,hawkish
한다는/VV,941,294.0,501.0,0.6674836313677714,dovish
존중/NNG,940,243.0,602.0,0.4591354201053552,dovish
마이너스성장/NNG,939,270.0,545.0,0.5635056532179894,dovish
맡기/VV,939,292.0,456.0,0.7283649257075279,dovish
조회/NNG,937,438.0,361.0,1.380059859235316,hawkish
채안펀드/NNG,937,74.0,818.0,0.10289859184225987,dovish
보인다면서/VV,935,302.0,465.0,0.7387287571736272,dovish
가결/NNG,935,230.0,448.0,0.583956957927207,dovish
투자기회/NNG,934,301.0,463.0,0.7394631220074,dovish
주도주/NNG,930,444.0,350.0,1.4429322536051756,hawkish
내심/NNG,929,232.0,512.0,0.5154054889531438,dovish
신중히/MAG,929,262.0,481.0,0.6195655056825804,dovish
역외세력/NNG,928,436.0,305.0,1.6259892327584535,hawkish
인상기/NNG,927,439.0,349.0,1.4307709334677923,hawkish
고유동성/NNG,926,432.0,368.0,1.335263395668714,hawkish
정/MAG,926,397.0,342.0,1.3203692945474366,hawkish
바스켓/NNG,925,419.0,360.0,1.3238614551501438,hawkish
주택저당증권/NNG,924,408.0,353.0,1.3146691538091715,hawkish
수출/NNG;호조/NNG,920,459.0,301.0,1.734511587064675,hawkish
금융부채/NNG,919,254.0,540.0,0.5350211767830335,dovish
활용도/NNG,917,216.0,390.0,0.6299704225719062,dovish
국방/NNG,917,429.0,306.0,1.5946555222782866,hawkish
가뭄/NNG,917,148.0,690.0,0.24397405254193788,dovish
영향권/NNG,914,527.0,286.0,2.095924322571935,hawkish
세월호참사/NNG,913,162.0,270.0,0.6824679577862317,dovish
동요/NNG,913,475.0,314.0,1.7206596600236732,hawkish
채권/NNG;가격/NNG;하락/NNG,912,392.0,339.0,1.3152774800993257,hawkish
금융업계/NNG,912,422.0,360.0,1.3333401767860635,hawkish
헬스/NNG,912,638.0,187.0,3.880700152117788,hawkish
신인도/NNG,911,214.0,499.0,0.48780274871828183,dovish
광의/NNG,910,426.0,323.0,1.5001617647932648,hawkish
제약요인/NNG,910,241.0,385.0,0.7120120252228652,dovish
보험권/NNG,910,423.0,316.0,1.5225946526559915,hawkish
매매주체/NNG,904,264.0,401.0,0.7488426469474861,dovish
고용률/NNG,903,188.0,513.0,0.41684202749776333,dovish
연립/NNG,903,426.0,286.0,1.6942386364623232,hawkish
발표문/NNG,894,441.0,333.0,1.5063481951137545,hawkish
대차/NNG,893,251.0,470.0,0.6074448844125679,dovish
국무총리/NNG,891,412.0,312.0,1.5020128130765356,hawkish
따/VV,891,388.0,333.0,1.325313151256546,hawkish
비차익/NNG,891,239.0,419.0,0.6488060537426784,dovish
지난번/NNG,890,269.0,454.0,0.673949635258797,dovish
전례/NNG,889,296.0,451.0,0.7465281430329805,dovish
입금/NNG,887,394.0,329.0,1.3621700879826508,hawkish
스태그플레이션/NNG,886,434.0,366.0,1.3487754721276164,hawkish
기축통화/NNG,886,271.0,492.0,0.626520381301046,dovish
특례/NNG,884,328.0,261.0,1.429434803026079,hawkish
설득력/NNG,884,413.0,332.0,1.414956157458402,hawkish
금리/NNG;인하/NNG기자/NNG,884,252.0,436.0,0.6574232620876543,dovish
경영권/NNG,883,289.0,459.0,0.7161700791583913,dovish
정세/NNG,882,399.0,327.0,1.3878935532961592,hawkish
부셸/NNG,879,279.0,419.0,0.7573928409799467,dovish
아이디어/NNG,876,375.0,281.0,1.517944745965818,hawkish
선제안내/NNG,873,237.0,378.0,0.7131609611787342,dovish
일문일답/NNG,872,376.0,297.0,1.4399997313559099,hawkish
黑/NNG,871,239.0,367.0,0.74073497688878,dovish
핵협상/NNG,870,70.0,760.0,0.10476481808121978,dovish
실효환율/NNG,869,382.0,324.0,1.341063579600517,hawkish
기정사실/NNG,868,369.0,295.0,1.422772183181466,hawkish
그리스사태/NNG,867,139.0,614.0,0.257500125223361,dovish
수입품/NNG,867,395.0,331.0,1.3573758475607327,hawkish
연정/NNG,867,433.0,243.0,2.026808132520153,hawkish
노사/NNG,866,249.0,427.0,0.6632885304011384,dovish
승표/NNG,865,298.0,463.0,0.7320930576684558,dovish
통화/NNG;약세/NNG,864,274.0,457.0,0.6819701693414568,dovish
쓰이/VV,863,264.0,457.0,0.6570807471027176,dovish
주거비/NNG,862,256.0,420.0,0.6933007825129972,dovish
경제/NNG;개선/NNG,862,252.0,406.0,0.7060013356409294,dovish
응방/NNG,861,263.0,523.0,0.5719855732880145,dovish
래스/NNG,857,242.0,467.0,0.5894262875955321,dovish
신차/NNG,856,367.0,294.0,1.4198738124010601,hawkish
인플레이션/NNG;상승/NNG,855,401.0,318.0,1.434327311699575,hawkish
무조건/MAG,853,264.0,440.0,0.6824679577862317,dovish
로드맵/NNG,848,238.0,455.0,0.5949720657623557,dovish
발효/NNG,848,261.0,430.0,0.6904036317139786,dovish
방점/NNG,847,393.0,341.0,1.3108988631964276,hawkish
부실자산/NNG,847,303.0,456.0,0.7558033304430856,dovish
긴급거시경제금융회의/NNG,846,142.0,700.0,0.23073916668010694,dovish
당정/NNG,845,303.0,225.0,1.5317614163646533,hawkish
이표채/NNG,845,373.0,295.0,1.4381951878772001,hawkish
인터넷은행/NNG,843,179.0,331.0,0.615114624590813,dovish
설득/NNG,843,197.0,457.0,0.49032161810316427,dovish
유가상승/NNG,842,415.0,319.0,1.4797502741968975,hawkish
숏플레이/NNG,841,264.0,396.0,0.7582977308735908,dovish
데스/NNG,841,268.0,407.0,0.7489820339341118,dovish
금융중개지원대출/NNG,840,233.0,466.0,0.5687232981551931,dovish
순차입/NNG,840,245.0,464.0,0.6005914140000961,dovish
체크/NNG,840,373.0,308.0,1.3774921442330326,hawkish
일괄/NNG,836,236.0,396.0,0.6778722139627553,dovish
발판/NNG,835,276.0,435.0,0.7216902542107277,dovish
파리/NNG,835,411.0,112.0,4.174022777531863,hawkish
제로금리정책/NNG,835,391.0,296.0,1.5025054701262197,hawkish
강타/NNG,833,395.0,299.0,1.5026468412796072,hawkish
지준율/NNG;인상/NNG,830,514.0,219.0,2.6696235182809973,hawkish
등록금/NNG,829,383.0,231.0,1.885896304705099,hawkish
외평기금/NNG,829,229.0,421.0,0.6187061058315402,dovish
햇살론/NNG,829,464.0,256.0,2.061621955812575,hawkish
국외/NNG,827,262.0,409.0,0.7286332719641104,dovish
통화/NNG;강세/NNG,827,367.0,293.0,1.4247197981089137,hawkish
가로막/VV,827,215.0,393.0,0.622267221900084,dovish
타개/NNG,826,399.0,316.0,1.4362063035691268,hawkish
대공황/NNG,826,218.0,534.0,0.4643508576697831,dovish
접촉/NNG,822,543.0,200.0,3.088167508982698,hawkish
재정방출/NNG,821,252.0,383.0,0.7483982826898625,dovish
재정/NNG;확대/NNG,817,244.0,412.0,0.6736334211158598,dovish
중복/NNG,817,464.0,265.0,1.9916046063698838,hawkish
농축수산물/NNG,817,397.0,273.0,1.6540890063561293,hawkish
인수단/NNG,817,232.0,353.0,0.7475569698130584,dovish
발주/NNG,812,233.0,441.0,0.6009638479372336,dovish
난항/NNG,812,244.0,391.0,0.7098132212269417,dovish
금융상황/NNG,811,225.0,456.0,0.5612400968636774,dovish
공제회/NNG,811,368.0,311.0,1.3459175158913894,hawkish
대출심사/NNG,809,239.0,410.0,0.6630481378492251,dovish
디플레이션/NNG;우려/NNG,808,172.0,370.0,0.5287589582848281,dovish
일시/MAG,805,391.0,311.0,1.4300373606346013,hawkish
떨/VV,803,354.0,296.0,1.3603246455874212,hawkish
부응/NNG,802,233.0,391.0,0.6778134448601534,dovish
수익구조/NNG,801,399.0,280.0,1.6208613997423003,hawkish
법령/NNG,799,440.0,268.0,1.8674496357334698,hawkish
칼럼니스트/NNG,798,369.0,307.0,1.3671589382362621,hawkish
인건비/NNG,797,403.0,298.0,1.5382247594398846,hawkish
소유자/NNG,796,281.0,430.0,0.7433081245656243,dovish
협업/NNG,794,387.0,309.0,1.4245690380974738,hawkish
강하/VA;상승/NNG,794,363.0,294.0,1.4043983485056808,hawkish
고성장/NNG,791,349.0,299.0,1.3276550572318553,hawkish
레/NNG,791,360.0,269.0,1.5222333630919667,hawkish
만전/NNG,789,434.0,283.0,1.7443527307374826,hawkish
미소금융/NNG,789,354.0,289.0,1.39327368544594,hawkish
출장/NNG,788,214.0,414.0,0.5879554869816972,dovish
비농업/NNG;고용/NNG;증가/NNG,787,247.0,378.0,0.7432521409753052,dovish
나와야/VV,785,241.0,429.0,0.6389851508410328,dovish
주래/NNG,785,366.0,289.0,1.4405033019017346,hawkish
공인/NNG,784,362.0,298.0,1.381730429075033,hawkish
과징금/NNG,784,249.0,392.0,0.7225107206155258,dovish
금융안정보고서/NNG,784,323.0,262.0,1.4022719488864683,hawkish
내각/NNG,782,355.0,304.0,1.3282682292440364,hawkish
감사원/NNG,782,235.0,385.0,0.6942855847608851,dovish
그렉시트/NNG,781,82.0,548.0,0.17020186295155412,dovish
우회/NNG,779,356.0,216.0,1.8746805013263772,hawkish
대표주/NNG,779,249.0,391.0,0.7243585741209363,dovish
처한/VV,777,239.0,408.0,0.6662983738190742,dovish
엔저현상/NNG,777,377.0,318.0,1.3484822855629421,hawkish
경제장관회의/NNG,776,207.0,453.0,0.5197603652014346,dovish
종결/NNG,776,366.0,260.0,1.6011748240369281,hawkish
하비/NNG,774,678.0,64.0,12.049824879663152,hawkish
연금저축/NNG,773,185.0,483.0,0.4356679509677462,dovish
이럴/VA,773,272.0,236.0,1.3109553991373941,hawkish
주한/NNG,771,136.0,578.0,0.2676344932495026,dovish
월드/NNG,771,335.0,291.0,1.3094316486734685,hawkish
만유/NNG,770,220.0,375.0,0.6673020031687599,dovish
당면/NNG,770,376.0,262.0,1.6323661076820808,hawkish
워크숍/NNG,769,404.0,245.0,1.8756262241199835,hawkish
롱심리/NNG,768,232.0,355.0,0.7433453812507311,dovish
상정/NNG,766,215.0,339.0,0.7213894342381505,dovish
담배/NNG,766,367.0,196.0,2.12981071860159,hawkish
한마디/NNG,765,373.0,285.0,1.4886581769255232,hawkish
이기/VV,765,231.0,349.0,0.7528657987040092,dovish
넓히/VV,764,309.0,267.0,1.3163707799996605,hawkish
창조경제/NNG,762,144.0,510.0,0.3211613918994031,dovish
잔류/NNG,759,106.0,548.0,0.22001704235200897,dovish
전세가격/NNG;상승/NNG,759,360.0,293.0,1.3975453060468908,hawkish
경기/NNG;상승/NNG,759,342.0,285.0,1.3649359155724634,hawkish
관광객/NNG,759,228.0,413.0,0.6279366197548863,dovish
이러/VV,758,242.0,393.0,0.700412407906141,dovish
민자사업/NNG,758,100.0,565.0,0.20131798164785594,dovish
비전/NNG,756,380.0,237.0,1.8237540362782563,hawkish
재계/NNG,755,334.0,280.0,1.3568112970273891,hawkish
원내대표/NNG,754,230.0,391.0,0.6690862331237565,dovish
황/MAG,754,347.0,287.0,1.3752403098247525,hawkish
해치/VV,753,340.0,288.0,1.3428188984219835,hawkish
소비/NNG;위축/NNG,752,234.0,427.0,0.6233313900155277,dovish
단타/NNG,752,223.0,342.0,0.7416683946702226,dovish
사무라이본드/NNG,752,336.0,263.0,1.4531637123965389,hawkish
예외적/VAX,752,238.0,390.0,0.6941340767227484,dovish
복지부/NNG,750,338.0,293.0,1.3121397595662476,hawkish
확고히/MAG,749,137.0,367.0,0.4246054051621877,dovish
복구/NNG,749,406.0,227.0,2.034375850669677,hawkish
채산성/NNG,749,341.0,245.0,1.583139956497313,hawkish
카플란/NNG,749,315.0,250.0,1.4331827113510864,hawkish
난/VV,747,246.0,388.0,0.7211645945679251,dovish
파격적/VAX,742,177.0,436.0,0.4617615769425191,dovish
경각심/NNG,742,301.0,258.0,1.3270210290287838,hawkish
추경안/NNG,740,126.0,422.0,0.3396167562443333,dovish
해임/NNG,737,276.0,189.0,1.6610331247707226,hawkish
수령/NNG,735,257.0,385.0,0.7592825331214785,dovish
퇴출/NNG,732,233.0,397.0,0.6675694129479093,dovish
비준/NNG,732,141.0,486.0,0.32999993843572933,dovish
다행히/MAG,732,371.0,203.0,2.078781710498292,hawkish
콜시장/NNG,730,366.0,249.0,1.671909454817676,hawkish
속보/NNG,729,313.0,260.0,1.369310710173657,hawkish
맞춰야/VV,728,302.0,249.0,1.379553703155569,hawkish
사무총장/NNG,728,400.0,200.0,2.2748931926207723,hawkish
그/VV,728,234.0,357.0,0.7455532311950429,dovish
장악/NNG,726,240.0,363.0,0.7520308074779412,dovish
한미fta/NNG,725,353.0,247.0,1.6255815728646408,hawkish
성장전략/NNG,724,273.0,214.0,1.4510416859473616,hawkish
경기/NNG;활성화/NNG,724,154.0,481.0,0.3641720911264022,dovish
인플레이션/NNG;위험/NNG,723,334.0,280.0,1.3568112970273891,hawkish
발행비중/NNG,722,319.0,240.0,1.5118561009292215,hawkish
비수기/NNG,722,319.0,271.0,1.3389131521144397,hawkish
고용시장/NNG;호조/NNG,720,302.0,252.0,1.3631304447846693,hawkish
이어서/MAG,720,224.0,374.0,0.6812514373623704,dovish
지원금/NNG,718,219.0,361.0,0.690029929617658,dovish
중대형/NNG,718,231.0,393.0,0.6685754802740437,dovish
임시국회/NNG,717,141.0,450.0,0.3563999335105877,dovish
질의응답/NNG,714,181.0,409.0,0.5033687871202442,dovish
록/NNG,713,365.0,215.0,1.931013989085074,hawkish
보증서/NNG,712,214.0,371.0,0.656101271187123,dovish
재형저축/NNG,711,331.0,279.0,1.3494438113933254,hawkish
지준율/NNG;인하/NNG,710,201.0,339.0,0.6744152385203174,dovish
부양/NNG;효과/NNG,709,219.0,339.0,0.7348106330146742,dovish
공급/NNG;확대/NNG,708,325.0,212.0,1.743727093400356,hawkish
소신/NNG,706,319.0,142.0,2.555249748049389,hawkish
복안/NNG,705,131.0,522.0,0.2854511573116103,dovish
양성/NNG,703,281.0,239.0,1.3373326090511233,hawkish
하한선/NNG,703,101.0,234.0,0.49094917191174786,dovish
만나/NNG,703,84.0,549.0,0.17403554479066016,dovish
자금/NNG;이탈/NNG,703,229.0,345.0,0.7550007842176186,dovish
힐/NNG,703,201.0,371.0,0.6162446519094006,dovish
의제/NNG,702,304.0,265.0,1.3048443972768204,hawkish
출하/NNG,700,315.0,250.0,1.4331827113510864,hawkish
부정적/VAX;영향/NNG;줄/VV,699,311.0,203.0,1.7425905982883254,hawkish
기관장/NNG,699,272.0,196.0,1.578497317328699,hawkish
중고차/NNG,699,325.0,224.0,1.650313141968194,hawkish
긍정/NNG,698,364.0,239.0,1.7323454437530568,hawkish
그림자금융/NNG,698,183.0,319.0,0.652516385971162,dovish
사회간접자본/NNG,698,173.0,363.0,0.5420888737236826,dovish
오일/NNG,697,319.0,241.0,1.5055828390996397,hawkish
강행/NNG,697,292.0,201.0,1.6524099807096155,hawkish
하이/NNG,696,296.0,245.0,1.3742211939096909,hawkish
대지진/NNG,695,535.0,109.0,5.582880082807859,hawkish
수많/VA,694,173.0,282.0,0.6977952523464426,dovish
리더십/NNG,693,326.0,236.0,1.5712186033779063,hawkish
제반/NNG,692,328.0,283.0,1.3183126628615076,hawkish
해고/NNG,692,219.0,344.0,0.7241302459069028,dovish
실험/NNG,692,344.0,188.0,2.081285261333898,hawkish
목격/NNG,692,352.0,244.0,1.6409065651690815,hawkish
연대보증/NNG,691,326.0,249.0,1.489187110028859,hawkish
하우스푸어/NNG,690,125.0,438.0,0.3246137546547906,dovish
수출/NNG;둔화/NNG,689,196.0,406.0,0.5491121499429451,dovish
우크라이나사태/NNG,689,138.0,374.0,0.41969954623217454,dovish
지표/NNG;개선/NNG,688,317.0,251.0,1.4365361395633163,hawkish
가격/NNG;약세/NNG,686,331.0,219.0,1.7191544446517708,hawkish
안건/NNG,686,210.0,365.0,0.6544213293840577,dovish
국감/NNG,683,208.0,314.0,0.7534678090208927,dovish
선진시장/NNG,682,314.0,261.0,1.3684223419213073,hawkish
북클로징/NNG,681,319.0,233.0,1.5572766704850352,hawkish
역동/NNG,681,196.0,346.0,0.6443339100486581,dovish
경제/NNG;우려/NNG,677,325.0,239.0,1.5467370033509436,hawkish
구역/NNG,677,278.0,208.0,1.520241123914843,hawkish
하한/NNG,677,164.0,299.0,0.6238837518224192,dovish
물가/NNG;압력/NNG,676,320.0,234.0,1.5554825248689041,hawkish
장애물/NNG,676,301.0,263.0,1.3017924923552329,hawkish
석상/NNG,676,271.0,199.0,1.548985063317159,hawkish
서브프라임/NNG;부실/NNG,675,380.0,241.0,1.7934842597425174,hawkish
정치인/NNG,672,191.0,358.0,0.6068499997074964,dovish
동맹/NNG,672,307.0,238.0,1.4672105254928092,hawkish
트럼프케어/NNG,668,57.0,400.0,0.16208613997423002,dovish
하순/NNG,667,336.0,221.0,1.7293305717660168,hawkish
선매출/NNG,667,167.0,301.0,0.6310750218732042,dovish
정통/NNG,666,207.0,321.0,0.7334935994898752,dovish
자구노력/NNG,666,122.0,337.0,0.4117759191390715,dovish
금리/NNG;낮/VA기자/NNG,665,187.0,312.0,0.6817388253526995,dovish
일어/NNG,662,203.0,304.0,0.7595449310888432,dovish
들어와/VV,662,201.0,355.0,0.6440190587560214,dovish
잦/VA,660,177.0,396.0,0.5084041604720665,dovish
벤처기업/NNG,660,314.0,259.0,1.3789893098125916,hawkish
수요/NNG;부진/NNG,660,160.0,314.0,0.5795906223237637,dovish
본관/NNG,659,204.0,315.0,0.7366320814200595,dovish
장래/NNG,659,305.0,248.0,1.3988758543333377,hawkish
규제안/NNG,659,325.0,236.0,1.5663989144104895,hawkish
사들여/VV,658,293.0,251.0,1.32777630565316,hawkish
경제활동참가율/NNG,656,157.0,263.0,0.6790080441852875,dovish
히/NNG,655,309.0,242.0,1.452359496941774,hawkish
관리관/NNG,653,127.0,419.0,0.34476304947832703,dovish
금리/NNG;인상/NNG;중단/NNG,651,339.0,185.0,2.084294033239032,hawkish
cd/NNG;금리/NNG;상승/NNG,650,332.0,230.0,1.6418794346741226,hawkish
재점검/NNG,650,127.0,348.0,0.4151026371592501,dovish
생긴다/VV,647,336.0,222.0,1.7215407944157195,hawkish
핫머니/NNG,647,309.0,210.0,1.6736714202852823,hawkish
지수선물/NNG,646,318.0,250.0,1.446832070506811,hawkish
성과연봉제/NNG,644,422.0,187.0,2.566858094347502,hawkish
온기/NNG,643,159.0,267.0,0.6773558382522523,dovish
훈련/NNG,641,272.0,216.0,1.4323401583167825,hawkish
파동/NNG,641,269.0,235.0,1.3020133379042294,hawkish
경제/NNG;성장률/NNG;둔화/NNG,640,319.0,233.0,1.5572766704850352,hawkish
금리/NNG;인상/NNG;어렵/VA,639,288.0,222.0,1.475606395213474,hawkish
지루/NNG,638,305.0,205.0,1.6922985945105746,hawkish
경제/NNG;침체/NNG,638,299.0,241.0,1.4111889306921386,hawkish
쌀/NNG,636,308.0,186.0,1.8835137186214996,hawkish
빛/NNG,635,196.0,338.0,0.6595844167953718,dovish
쌓여/VV,635,309.0,217.0,1.6196820196309185,hawkish
단과/NNG,634,189.0,319.0,0.6739103658390689,dovish
ff/NNG;금리선물/NNG;금리/NNG;인상/NNG,633,253.0,213.0,1.3510515909226652,hawkish
기습/NNG,632,290.0,202.0,1.6329678857921386,hawkish
금리/NNG;인상/NNG;불확실성/NNG,632,107.0,379.0,0.3211260839187634,dovish
금리/NNG;인상/NNG;가능성/NNG;높/VA,632,277.0,228.0,1.3818978384998988,hawkish
도심/NNG,632,190.0,361.0,0.5986561033212559,dovish
혼/NNG,631,278.0,231.0,1.3688751245640143,hawkish
역레포/NNG,631,128.0,311.0,0.4681452229187441,dovish
농림/NNG,631,210.0,320.0,0.746449328828691,dovish
암로/NNG,628,327.0,214.0,1.7380609205303563,hawkish
역점/NNG,628,301.0,244.0,1.4031615798746977,hawkish
신용거래/NNG,628,184.0,340.0,0.615559334473856,dovish
관사/NNG,628,192.0,313.0,0.6977308194619621,dovish
가용/NNG,628,224.0,364.0,0.6999671361910068,dovish
무주택자/NNG,627,179.0,344.0,0.5918690137777881,dovish
교류/NNG,626,191.0,324.0,0.6705317898002585,dovish
자민/NNG,626,267.0,207.0,1.4671412619075994,hawkish
천명/NNG,625,285.0,241.0,1.3451131948068882,hawkish
재정위험국/NNG,624,165.0,343.0,0.547168187729486,dovish
틈/NNG,623,328.0,195.0,1.9132435055887518,hawkish
숨통/NNG,623,200.0,314.0,0.7244882779047046,dovish
책무/NNG,622,178.0,293.0,0.6910085124342961,dovish
상대방/NNG,621,280.0,218.0,1.4609405824170096,hawkish
기업/NNG;실적/NNG;개선/NNG,617,271.0,234.0,1.3172992632483531,hawkish
결단/NNG,616,118.0,423.0,0.31730188738682163,dovish
신용카드사/NNG,615,282.0,232.0,1.3825859489634866,hawkish
담배가격/NNG,613,71.0,154.0,0.524407197000243,dovish
가격/NNG;안정/NNG,613,183.0,337.0,0.6176638787086073,dovish
결렬/NNG,612,203.0,321.0,0.719319810127752,dovish
찿/VV,611,611.0,0.5,1389.9597406912917,hawkish
국민소득/NNG,609,181.0,324.0,0.6354254133709256,dovish
인재/NNG,609,316.0,206.0,1.7448209923984563,hawkish
양질/NNG,608,174.0,326.0,0.6071033980306968,dovish
구제기금/NNG,607,100.0,300.0,0.3791488654367954,dovish
프라임/NNG,607,282.0,212.0,1.5130185856581553,hawkish
순환변동치/NNG,607,288.0,213.0,1.5379559612084093,hawkish
예기/NNG,607,179.0,330.0,0.6169786083016943,dovish
발행어음/NNG,606,305.0,224.0,1.5487554101547667,hawkish
레피/NNG,606,197.0,310.0,0.7228289660424067,dovish
정작/NNG,606,191.0,294.0,0.7389534010043665,dovish
파문/NNG,606,187.0,323.0,0.6585217136533815,dovish
