ngram,all,up,down,polarity,hawk/dov
가계/NNG;신용/NNG;늘/VV,25,10.0,6.0,1.8957443271839771,hawkish
불안정/NNG;증폭/NNG,25,4.0,11.0,0.4136169441128677,dovish
비선형/NNG,25,6.0,17.0,0.40145173987425387,dovish
하락/NNG;수요/NNG;부진/NNG,25,3.0,19.0,0.17959683099637674,dovish
쫓겨/VV,25,14.0,10.0,1.5924252348345407,hawkish
입원비/NNG,25,15.0,3.0,5.68723298155193,hawkish
완화정책/NNG;한계/NNG,25,17.0,4.0,4.83414803431914,hawkish
아무래도/MAG;부담/NNG,25,7.0,13.0,0.6124712441671311,dovish
불확실성/NNG;투자심리/NNG;위축/NNG,25,5.0,8.0,0.7109041226939913,dovish
테이퍼링/NNG;중단/NNG,25,0.5,15.0,0.037914886543679534,dovish
부동산/NNG;긍정적/VAX,25,5.0,17.0,0.3345431165618783,dovish
여력/NNG;증가/NNG,25,6.0,14.0,0.48747711270445115,dovish
단기물/NNG;금리/NNG;내리/VV,25,6.0,11.0,0.6204254161693016,dovish
펀더멘털/NNG;위험/NNG,25,13.0,10.0,1.4786805752035022,hawkish
성장/NNG;넘/VV,25,7.0,14.0,0.5687232981551931,dovish
비농업/NNG;고용창출/NNG;예상/NNG;하회/NNG,25,16.0,4.0,4.549786385241544,hawkish
마음놓/VV,25,13.0,9.0,1.64297841689278,hawkish
견조/NNG;확장/NNG,25,15.0,5.0,3.4123397889311584,hawkish
판매/NNG;실적/NNG;오르/VV,25,7.0,11.0,0.7238296521975185,dovish
개선/NNG;경기/NNG;회복/NNG,25,7.0,11.0,0.7238296521975185,dovish
곤두박질친/VV,25,6.0,14.0,0.48747711270445115,dovish
개구/NNG,25,10.0,8.0,1.4218082453879826,hawkish
신규/NNG;주택가격/NNG;상승/NNG,25,13.0,9.0,1.64297841689278,hawkish
돈/NNG;푸/VV;양적완화/NNG,25,7.0,13.0,0.6124712441671311,dovish
세계/NNG;경기/NNG;개선/NNG,25,7.0,16.0,0.4976328858857939,dovish
변동성/NNG;크/VV특파원/NNG,25,14.0,9.0,1.7693613720383783,hawkish
쳐서/VV,25,12.0,7.0,1.9499084508178046,hawkish
필라델피아제조업지수/NNG;마이너스/NNG,25,5.0,12.0,0.4739360817959943,dovish
안정/NNG;지지/NNG,25,9.0,7.0,1.4624313381133536,hawkish
스피로/NNG,25,16.0,7.0,2.5998779344237395,hawkish
수요/NNG;압력/NNG;증대/NNG,25,20.0,2.0,11.37446596310386,hawkish
이미/MAG;성장/NNG,25,15.0,7.0,2.4373855635222554,hawkish
금융위기/NNG;심각/NNG,25,5.0,17.0,0.3345431165618783,dovish
흑/NNG,25,14.0,7.0,2.2748931926207723,hawkish
유출/NNG;우려/NNG;줄/VV,25,7.0,14.0,0.5687232981551931,dovish
건설/NNG;하락/NNG,25,11.0,8.0,1.5639890699267807,hawkish
crs/NNG;환율/NNG;상승/NNG,25,7.0,13.0,0.6124712441671311,dovish
우려/NNG;경기/NNG;둔화/NNG;우려/NNG,25,17.0,3.0,6.445530712425522,hawkish
강력/NNG;금리/NNG;인상/NNG,25,7.0,15.0,0.5308084116115135,dovish
선진국/NNG;통화/NNG;완화/NNG,25,10.0,6.0,1.8957443271839771,hawkish
제조업/NNG;경기/NNG;최악/NNG,25,5.0,19.0,0.2993280516606279,dovish
인하/NNG;부정적/VAX,25,3.0,13.0,0.2624876760716276,dovish
인플레이션/NNG;압력/NNG;통제/NNG,25,14.0,10.0,1.5924252348345407,hawkish
테이퍼링/NNG;충격/NNG,25,10.0,5.0,2.2748931926207727,hawkish
자화상/NNG,25,14.0,3.0,5.308084116115136,hawkish
금리/NNG;인상/NNG;대외/NNG;불확실성/NNG,25,2.0,12.0,0.1895744327183977,dovish
금리/NNG;경제/NNG;지표/NNG;호조/NNG;상승/NNG,25,7.0,13.0,0.6124712441671311,dovish
국채/NNG;금리/NNG;오르/VV;않/VX,25,12.0,8.0,1.706169894465579,hawkish
소비/NNG;좋/VA,25,14.0,8.0,1.9905315435431756,hawkish
금리/NNG;하락/NNG;가속/NNG,25,8.0,12.0,0.7582977308735908,dovish
참여국/NNG,25,15.0,6.0,2.843616490775965,hawkish
수술비/NNG,25,11.0,8.0,1.5639890699267807,hawkish
원유/NNG;수출/NNG;중단/NNG,25,7.0,15.0,0.5308084116115135,dovish
주판알/NNG,25,4.0,13.0,0.34998356809550346,dovish
소득/NNG;향상/NNG,25,13.0,5.0,2.9573611504070043,hawkish
무자비/NNG,25,16.0,6.0,3.033190923494363,hawkish
동천/NNG,25,13.0,6.0,2.46446762533917,hawkish
습격/NNG,25,8.0,14.0,0.6499694836059349,dovish
채권시장/NNG;좋/VA,25,8.0,16.0,0.568723298155193,dovish
자산/NNG;비중/NNG;확대/NNG,25,13.0,7.0,2.1124008217192882,hawkish
성전/NNG,25,12.0,7.0,1.9499084508178046,hawkish
재송/NNG,25,11.0,6.0,2.0853187599023744,hawkish
날장/NNG,25,13.0,6.0,2.46446762533917,hawkish
물러난다는/VV,25,3.0,12.0,0.28436164907759653,dovish
수익/NNG;호조/NNG,25,11.0,9.0,1.390212506601583,hawkish
재수출/NNG,25,11.0,8.0,1.5639890699267807,hawkish
홍매/NNG,25,11.0,7.0,1.7874160799163208,hawkish
경마/NNG,25,7.0,15.0,0.5308084116115135,dovish
대출/NNG;한도/NNG;상향/NNG,25,6.0,15.0,0.4549786385241544,dovish
破/NNG,25,20.0,1.0,22.74893192620772,hawkish
추경/NNG;우려/NNG,25,3.0,13.0,0.2624876760716276,dovish
대출/NNG;스프레드/NNG;인상/NNG,25,13.0,9.0,1.64297841689278,hawkish
국고채/NNG;금리/NNG;채권/NNG;금리/NNG;하락/NNG,25,4.0,12.0,0.3791488654367954,dovish
국채/NNG;거품/NNG,25,6.0,13.0,0.5249753521432552,dovish
대검찰청/NNG,25,7.0,13.0,0.6124712441671311,dovish
미국발/NNG;금융/NNG;불안/NNG,25,5.0,19.0,0.2993280516606279,dovish
지수/NNG;등락/NNG;엇갈리/VV;혼조/NNG,25,8.0,6.0,1.5165954617471815,hawkish
영연방/NNG,25,4.0,12.0,0.3791488654367954,dovish
금리/NNG;최대/NNG;상승/NNG,25,13.0,9.0,1.64297841689278,hawkish
조사관/NNG,25,3.0,18.0,0.18957443271839766,dovish
적십자사/NNG,25,14.0,8.0,1.9905315435431756,hawkish
어렵/VA;금리/NNG;하락/NNG,25,9.0,6.0,1.7061698944655794,hawkish
심계/NNG,25,14.0,3.0,5.308084116115136,hawkish
금리/NNG;최대/NNG;인하/NNG,25,2.0,17.0,0.1338172466247513,dovish
대처/MAG,25,5.0,13.0,0.4374794601193793,dovish
바늘/NNG,25,8.0,13.0,0.6999671361910069,dovish
길/VA;지지/NNG;않/VX,25,7.0,14.0,0.5687232981551931,dovish
gdp/NNG;성장률/NNG;낮/VV,25,12.0,7.0,1.9499084508178046,hawkish
경제/NNG;견조/NNG;회복/NNG,25,11.0,7.0,1.7874160799163208,hawkish
의구심/NNG;많/VA,25,11.0,5.0,2.5023825118828493,hawkish
복성/NNG,25,5.0,18.0,0.31595738786399613,dovish
경제/NNG;여건/NNG;나쁘/VA,25,7.0,16.0,0.4976328858857939,dovish
오리/VV,25,8.0,13.0,0.6999671361910069,dovish
자본/NNG;유입/NNG;증가/NNG,25,6.0,11.0,0.6204254161693016,dovish
'손실/NNG',25,25.0,0.5,56.8723298155193,hawkish
국채/NNG;수익률/NNG;떨어/VV;최저/NNG,25,17.0,4.0,4.83414803431914,hawkish
묻어나/VV,25,13.0,7.0,2.1124008217192882,hawkish
인도금/NNG,25,6.0,16.0,0.42654247361639475,dovish
금리/NNG;낮/VAfed/NNG,25,8.0,12.0,0.7582977308735908,dovish
신변/NNG,25,11.0,6.0,2.0853187599023744,hawkish
예상/NNG;국채/NNG;가격/NNG;상승/NNG,25,5.0,9.0,0.6319147757279923,dovish
지표/NNG;부진/NNG;우려/NNG,25,12.0,8.0,1.706169894465579,hawkish
비틀/NNG,25,13.0,6.0,2.46446762533917,hawkish
총책/NNG,25,14.0,5.0,3.1848504696690814,hawkish
저점/NNG;뚫/VV;내리/VV,25,8.0,12.0,0.7582977308735908,dovish
'마감/NNG',25,25.0,0.5,56.8723298155193,hawkish
때맞춰/VV,25,12.0,8.0,1.706169894465579,hawkish
백수/NNG,25,13.0,11.0,1.34425506836682,hawkish
전초/NNG,25,7.0,15.0,0.5308084116115135,dovish
리보조작사건/NNG,25,1.0,19.0,0.059865610332125584,dovish
국가무역위원회/NNG,25,7.0,18.0,0.44234034300959457,dovish
순우/NNG,25,8.0,15.0,0.6066381846988725,dovish
샤프지수/NNG,25,2.0,20.0,0.11374465963103862,dovish
금환/NNG,25,13.0,7.0,2.1124008217192882,hawkish
당분간/MAG;상승/NNG;압력/NNG,25,9.0,16.0,0.6398137104245921,dovish
주다/NNG,25,7.0,14.0,0.5687232981551931,dovish
금리/NNG;인하/NNG;기대/NNG;무산/NNG,25,8.0,13.0,0.6999671361910069,dovish
하락/NNG;위험/NNG;방어/NNG,25,8.0,15.0,0.6066381846988725,dovish
건전성/NNG;위험/NNG,25,8.0,13.0,0.6999671361910069,dovish
월수/NNG,25,17.0,8.0,2.41707401715957,hawkish
실적발표/NNG;우려/NNG,25,5.0,14.0,0.40623092725370935,dovish
금리/NNG;낮/VV남/NNG,25,21.0,3.0,7.9621261741727025,hawkish
마주/NNG,25,7.0,11.0,0.7238296521975185,dovish
대출/NNG;수요/NNG;억제/NNG,25,9.0,14.0,0.7312156690566768,dovish
일자리/NNG;성장/NNG,25,7.0,12.0,0.663510514514392,dovish
발행/NNG;금리/NNG;인하/NNG,25,6.0,15.0,0.4549786385241544,dovish
휩쓴/VV,25,15.0,8.0,2.1327123680819735,hawkish
견고/NNG;경제/NNG;성장/NNG,25,14.0,4.0,3.9810630870863513,hawkish
관리수수료/NNG,25,11.0,7.0,1.7874160799163208,hawkish
안전도/NNG,25,15.0,6.0,2.843616490775965,hawkish
기흥/NNG,25,6.0,14.0,0.48747711270445115,dovish
라프/NNG,25,12.0,9.0,1.5165954617471813,hawkish
구설수/NNG,25,13.0,7.0,2.1124008217192882,hawkish
돌아와야/VV,25,17.0,6.0,3.222765356212761,hawkish
검열/NNG,25,6.0,12.0,0.5687232981551931,dovish
일고/NNG,25,15.0,5.0,3.4123397889311584,hawkish
금융시장/NNG;실망/NNG,25,11.0,9.0,1.390212506601583,hawkish
례식/NNG,25,18.0,1.0,20.474038733586948,hawkish
부정적/VAX;위험/NNG,25,17.0,3.0,6.445530712425522,hawkish
구매력/NNG;높/VA,25,13.0,10.0,1.4786805752035022,hawkish
신간/NNG,25,9.0,16.0,0.6398137104245921,dovish
경기/NNG;둔화/NNG;침체/NNG,25,16.0,6.0,3.033190923494363,hawkish
주택/NNG;착공/NNG;실적/NNG;호조/NNG,25,14.0,4.0,3.9810630870863513,hawkish
금리/NNG;오르/VV;전망/NNG;높/VA,25,9.0,15.0,0.6824679577862316,dovish
부동산/NNG;문제/NNG;심각/NNG,25,6.0,19.0,0.3591936619927535,dovish
경제/NNG;심각/NNG;타격/NNG,25,16.0,6.0,3.033190923494363,hawkish
모자이크/NNG,25,20.0,5.0,4.549786385241545,hawkish
금리/NNG;연방정부/NNG;폐쇄/NNG,25,7.0,12.0,0.663510514514392,dovish
생산/NNG;늘/VV기자/NNG,25,7.0,11.0,0.7238296521975185,dovish
예상밖/NNG;악화/NNG,25,17.0,0.5,38.67318427455312,hawkish
디도스/NNG,25,21.0,2.0,11.943189261259052,hawkish
부동산거래세/NNG,25,16.0,7.0,2.5998779344237395,hawkish
금리/NNG;인상/NNG;시장/NNG;우려/NNG,25,7.0,13.0,0.6124712441671311,dovish
북한리스크/NNG;경계/NNG,25,13.0,10.0,1.4786805752035022,hawkish
국악/NNG,25,13.0,9.0,1.64297841689278,hawkish
유예/NNG;종료/NNG,25,10.0,8.0,1.4218082453879826,hawkish
순금/NNG,25,10.0,6.0,1.8957443271839771,hawkish
약간/MAG;매파/NNG,25,5.0,14.0,0.40623092725370935,dovish
주택/NNG;증가/NNG,25,15.0,7.0,2.4373855635222554,hawkish
irs/NNG;높/VAirs/NNG,25,11.0,8.0,1.5639890699267807,hawkish
물가/NNG;높/VA기자/NNG,25,12.0,9.0,1.5165954617471813,hawkish
충당금적립액/NNG,25,12.0,9.0,1.5165954617471813,hawkish
상환/NNG;부담/NNG;경감/NNG,25,7.0,13.0,0.6124712441671311,dovish
쉽/VA;회복/NNG,25,13.0,8.0,1.8483507190043773,hawkish
애꿎/VA,25,4.0,16.0,0.2843616490775965,dovish
유동성/NNG;경색/NNG;해소/NNG,25,6.0,17.0,0.40145173987425387,dovish
닉네임/NNG,25,4.0,13.0,0.34998356809550346,dovish
전략적투자/NNG,25,10.0,8.0,1.4218082453879826,hawkish
경제/NNG;심상/NNG;않/VX,25,12.0,9.0,1.5165954617471813,hawkish
'오찬/NNG',25,11.0,7.0,1.7874160799163208,hawkish
실적/NNG;높/VA,25,11.0,9.0,1.390212506601583,hawkish
동일업종/NNG,25,10.0,8.0,1.4218082453879826,hawkish
지표/NNG;호조/NNG;강세/NNG,25,13.0,10.0,1.4786805752035022,hawkish
미들/NNG,25,18.0,6.0,3.412339788931159,hawkish
성장/NNG;정책/NNG;불확실성/NNG,25,8.0,13.0,0.6999671361910069,dovish
회복/NNG;발목/NNG;잡/VV,25,16.0,5.0,3.639829108193236,hawkish
물린다/VV,25,4.0,15.0,0.30331909234943627,dovish
박의/NNG,25,5.0,18.0,0.31595738786399613,dovish
소비/NNG;여력/NNG;제약/NNG,25,15.0,5.0,3.4123397889311584,hawkish
최대/NNG;높/VA,25,8.0,14.0,0.6499694836059349,dovish
루팅/NNG,25,13.0,7.0,2.1124008217192882,hawkish
임의적립금/NNG,25,6.0,18.0,0.3791488654367953,dovish
묶음/NNG,25,14.0,6.0,2.654042058057568,hawkish
확성기/NNG,25,25.0,0.5,56.8723298155193,hawkish
예방주사/NNG,25,11.0,8.0,1.5639890699267807,hawkish
인증제도/NNG,25,11.0,9.0,1.390212506601583,hawkish
천세/NNG,25,5.0,15.0,0.3791488654367954,dovish
호조/NNG;금리/NNG;상승/NNG,25,10.0,7.0,1.6249237090148374,hawkish
기대/NNG;매우/MAG;낮/VA,25,11.0,7.0,1.7874160799163208,hawkish
전반부/NNG,25,13.0,10.0,1.4786805752035022,hawkish
gdp/NNG;성장률/NNG;개선/NNG,25,8.0,13.0,0.6999671361910069,dovish
전세가격/NNG;내리/VV,25,15.0,8.0,2.1327123680819735,hawkish
지표/NNG;부진/NNG;금리/NNG;인상/NNG;지연/NNG,25,7.0,14.0,0.5687232981551931,dovish
유가/NNG;금리/NNG;인상/NNG,25,14.0,8.0,1.9905315435431756,hawkish
따진/VV,25,10.0,7.0,1.6249237090148374,hawkish
기술적/VAX;조정/NNG;압력/NNG,25,13.0,4.0,3.6967014380087546,hawkish
재고/NNG;예상/NNG;상회/NNG,25,11.0,4.0,3.1279781398535613,hawkish
금리/NNG;결정/NNG;부담/NNG,25,11.0,8.0,1.5639890699267807,hawkish
신용스프레드/NNG;약세/NNG,25,8.0,13.0,0.6999671361910069,dovish
주주지분/NNG,25,5.0,16.0,0.35545206134699564,dovish
시장구조/NNG;개선/NNG,25,12.0,5.0,2.729871831144927,hawkish
금리/NNG;상승/NNG;그치/VV,25,6.0,13.0,0.5249753521432552,dovish
저번/NNG,25,16.0,6.0,3.033190923494363,hawkish
사직서/NNG,25,15.0,9.0,1.8957443271839767,hawkish
레프/NNG,25,17.0,8.0,2.41707401715957,hawkish
소비/NNG;경제/NNG;성장/NNG,25,10.0,7.0,1.6249237090148374,hawkish
파랑/NNG,25,7.0,11.0,0.7238296521975185,dovish
베일리/NNG,25,7.0,16.0,0.4976328858857939,dovish
롤링/NNG,25,12.0,8.0,1.706169894465579,hawkish
걸림돌/NNG;없/VA,25,12.0,9.0,1.5165954617471813,hawkish
국채/NNG;수익률/NNG;저점/NNG,25,13.0,8.0,1.8483507190043773,hawkish
제조업/NNG;pmi/NNG;소폭/MAG;상승/NNG,25,1.0,16.0,0.07109041226939912,dovish
저율/NNG,25,11.0,5.0,2.5023825118828493,hawkish
출생지/NNG,25,1.0,3.0,0.3791488654367954,dovish
좋/VA;않/VX;우려/NNG,25,11.0,7.0,1.7874160799163208,hawkish
될까요/VV,25,13.0,9.0,1.64297841689278,hawkish
가격/NNG;하락/NNG;제한적/VAX,25,5.0,13.0,0.4374794601193793,dovish
임금/NNG;상승/NNG;확대/NNG,25,15.0,7.0,2.4373855635222554,hawkish
위험/NNG;투자심리/NNG;살/VV,25,6.0,9.0,0.7582977308735906,dovish
실적/NNG;힘입/VV;상승/NNG,25,7.0,16.0,0.4976328858857939,dovish
경기/NNG;둔화/NNG;억제/NNG,25,4.0,14.0,0.32498474180296744,dovish
대출태도/NNG;완화/NNG,25,8.0,12.0,0.7582977308735908,dovish
순이자비용/NNG,25,3.0,9.0,0.3791488654367953,dovish
신용위험액/NNG,25,10.0,6.0,1.8957443271839771,hawkish
내보일/VV,25,11.0,7.0,1.7874160799163208,hawkish
가격/NNG;유가/NNG;급등/NNG,25,6.0,13.0,0.5249753521432552,dovish
가계/NNG;부채/NNG;총량/NNG;증가/NNG,25,7.0,12.0,0.663510514514392,dovish
회복/NNG;가속/NNG,25,8.0,12.0,0.7582977308735908,dovish
무도/NNG,25,12.0,10.0,1.3649359155724634,hawkish
금리/NNG;인하/NNG;압박/NNG;크/VV,25,9.0,15.0,0.6824679577862316,dovish
채권/NNG;악재/NNG,25,11.0,7.0,1.7874160799163208,hawkish
터리/NNG,25,7.0,11.0,0.7238296521975185,dovish
복합형/NNG,25,18.0,5.0,4.0948077467173905,hawkish
스트레스/NNG;완화/NNG신경원/NNG,25,6.0,13.0,0.5249753521432552,dovish
자금/NNG;부담/NNG;덜/VV,25,13.0,5.0,2.9573611504070043,hawkish
체득/NNG,25,13.0,10.0,1.4786805752035022,hawkish
상품펀드/NNG,25,16.0,9.0,2.022127282329575,hawkish
실업률/NNG;악화/NNG,25,16.0,7.0,2.5998779344237395,hawkish
부채/NNG;작/VA,25,7.0,12.0,0.663510514514392,dovish
불안/NNG;투자심리/NNG;위축/NNG,25,16.0,6.0,3.033190923494363,hawkish
핵심/NNG;물가/NNG;상승/NNG,25,14.0,9.0,1.7693613720383783,hawkish
세계/NNG;최대/NNG;하락/NNG,25,15.0,8.0,2.1327123680819735,hawkish
거시정책/NNG;안정/NNG,25,14.0,8.0,1.9905315435431756,hawkish
합계출산율/NNG,25,12.0,7.0,1.9499084508178046,hawkish
국채선물/NNG;전고점/NNG,25,15.0,7.0,2.4373855635222554,hawkish
유로존/NNG;미약/NNG;개선/NNG,25,3.0,15.0,0.2274893192620772,dovish
금부/NNG,25,4.0,16.0,0.2843616490775965,dovish
재할인율/NNG;오르/VV,25,15.0,9.0,1.8957443271839767,hawkish
금리/NNG;변동/NNG;크/VV,25,12.0,9.0,1.5165954617471813,hawkish
장기물/NNG;수급/NNG;부담/NNG,25,7.0,14.0,0.5687232981551931,dovish
부재지주/NNG,25,6.0,18.0,0.3791488654367953,dovish
올까/VV,25,8.0,12.0,0.7582977308735908,dovish
국채/NNG;금리/NNG;가격/NNG;반대/NNG,25,14.0,7.0,2.2748931926207723,hawkish
尙/NNG,25,13.0,11.0,1.34425506836682,hawkish
스왑베이시스/NNG;역전폭/NNG;소폭/MAG;축소/NNG,25,7.0,5.0,1.5924252348345407,hawkish
군비/NNG,25,8.0,16.0,0.568723298155193,dovish
가속기/NNG,25,17.0,4.0,4.83414803431914,hawkish
퀑/MAG,25,13.0,8.0,1.8483507190043773,hawkish
생산/NNG;오르/VV,25,8.0,13.0,0.6999671361910069,dovish
허문/VV,25,12.0,9.0,1.5165954617471813,hawkish
경기/NNG;금리/NNG;인하/NNG,25,7.0,15.0,0.5308084116115135,dovish
화이/NNG,25,7.0,15.0,0.5308084116115135,dovish
유서/NNG,25,7.0,15.0,0.5308084116115135,dovish
고용/NNG;증가/NNG;물가/NNG;상승/NNG,25,0.5,25.0,0.02274893192620772,dovish
우려/NNG;완화/NNG;강세/NNG,25,11.0,9.0,1.390212506601583,hawkish
근거리/NNG,25,13.0,9.0,1.64297841689278,hawkish
위험/NNG;회피/NNG;위험/NNG,25,4.0,13.0,0.34998356809550346,dovish
가격/NNG;경쟁력/NNG;강화/NNG,25,15.0,5.0,3.4123397889311584,hawkish
합자/NNG,25,7.0,14.0,0.5687232981551931,dovish
생년월일/NNG,25,0.5,3.0,0.1895744327183977,dovish
투자/NNG;위험/NNG;줄/VV,25,6.0,15.0,0.4549786385241544,dovish
gdp/NNG;성장률/NNG;높/VV,25,13.0,6.0,2.46446762533917,hawkish
원달러/NNG;안정/NNG,25,5.0,15.0,0.3791488654367954,dovish
경기/NNG;촉진/NNG,25,13.0,8.0,1.8483507190043773,hawkish
마진거래/NNG,25,3.0,19.0,0.17959683099637674,dovish
높/VA;유가/NNG;상승/NNG,25,5.0,10.0,0.5687232981551932,dovish
마진/NNG;증가/NNG,25,14.0,7.0,2.2748931926207723,hawkish
채권/NNG;금리/NNG;고점/NNG,25,17.0,4.0,4.83414803431914,hawkish
자금사정/NNG;호전/NNG,25,13.0,11.0,1.34425506836682,hawkish
경제/NNG;잠재/NNG;위험/NNG,25,4.0,17.0,0.2676344932495026,dovish
고용/NNG;지표/NNG;약세/NNG,25,13.0,9.0,1.64297841689278,hawkish
심각/NNG;부진/NNG,25,10.0,7.0,1.6249237090148374,hawkish
거의/MAG;없/VA;금리/NNG;인상/NNG,25,14.0,7.0,2.2748931926207723,hawkish
상회/NNG;최대/NNG,25,6.0,14.0,0.48747711270445115,dovish
달러원/NNG;일시적/VAX,25,12.0,7.0,1.9499084508178046,hawkish
정부정책/NNG;불확실성/NNG,25,14.0,7.0,2.2748931926207723,hawkish
유로존/NNG;국채시장/NNG;안정/NNG,25,14.0,7.0,2.2748931926207723,hawkish
최대/NNG;하락/NNG특파원/NNG,25,6.0,12.0,0.5687232981551931,dovish
중도상환수수료/NNG;부담/NNG,25,6.0,15.0,0.4549786385241544,dovish
큰정부/NNG,25,4.0,12.0,0.3791488654367954,dovish
어지럽히/VV,25,12.0,10.0,1.3649359155724634,hawkish
일시적/VAX;이탈/NNG,25,3.0,17.0,0.20072586993712693,dovish
연체/NNG;우려/NNG,25,6.0,14.0,0.48747711270445115,dovish
유입량/NNG,25,6.0,16.0,0.42654247361639475,dovish
실적/NNG;발표/NNG;오르/VV,25,8.0,13.0,0.6999671361910069,dovish
재무회계/NNG,25,6.0,12.0,0.5687232981551931,dovish
급식비/NNG,25,17.0,6.0,3.222765356212761,hawkish
티파티/NNG,25,3.0,20.0,0.17061698944655793,dovish
기화/NNG,25,6.0,14.0,0.48747711270445115,dovish
하락/NNG;멈추/VV기자/NNG,25,7.0,12.0,0.663510514514392,dovish
위험/NNG;선호/NNG;확대/NNG,25,2.0,17.0,0.1338172466247513,dovish
수입/NNG;확보/NNG,25,6.0,14.0,0.48747711270445115,dovish
irs/NNG;cd/NNG;금리/NNG;하락/NNG,25,3.0,18.0,0.18957443271839766,dovish
상향/NNG;이탈/NNG,25,18.0,2.0,10.237019366793474,hawkish
중경/NNG,25,5.0,19.0,0.2993280516606279,dovish
장기물/NNG;발행비중/NNG;확대/NNG,25,16.0,5.0,3.639829108193236,hawkish
매출/NNG;회복/NNG,25,5.0,13.0,0.4374794601193793,dovish
cd/NNG;금리/NNG;넘/VV,25,12.0,10.0,1.3649359155724634,hawkish
무역구제/NNG,25,9.0,15.0,0.6824679577862316,dovish
cd/NNG;오르/VV기자/NNG,25,12.0,7.0,1.9499084508178046,hawkish
자매/NNG,25,6.0,12.0,0.5687232981551931,dovish
돼온/VV,25,5.0,14.0,0.40623092725370935,dovish
고용/NNG;호전/NNG,25,8.0,13.0,0.6999671361910069,dovish
불응/NNG,25,14.0,7.0,2.2748931926207723,hawkish
irs/NNG;국채선물/NNG;강세/NNG,25,6.0,11.0,0.6204254161693016,dovish
당분간/MAG;통화정책/NNG;완화/NNG,25,10.0,7.0,1.6249237090148374,hawkish
외환시장/NNG;환율/NNG;하락/NNG,25,17.0,5.0,3.867318427455313,hawkish
서브프라임/NNG;위험/NNG,25,19.0,3.0,7.203828443299113,hawkish
경기/NNG;회복/NNG;주춤/NNG,25,12.0,10.0,1.3649359155724634,hawkish
안전자산/NNG;선호/NNG;후퇴/NNG,25,14.0,10.0,1.5924252348345407,hawkish
두/NNG,25,11.0,8.0,1.5639890699267807,hawkish
예상/NNG;부정적/VAX,25,7.0,14.0,0.5687232981551931,dovish
불확실성/NNG;경기/NNG;둔화/NNG,25,6.0,13.0,0.5249753521432552,dovish
官/NNG,25,12.0,8.0,1.706169894465579,hawkish
예상/NNG;강하/VA특파원/NNG,25,5.0,12.0,0.4739360817959943,dovish
호조/NNG;국채/NNG;수익률/NNG;상승/NNG,25,8.0,13.0,0.6999671361910069,dovish
기대/NNG;인플레이션/NNG;낮/VV,25,10.0,7.0,1.6249237090148374,hawkish
과세특례/NNG,25,17.0,5.0,3.867318427455313,hawkish
'부채/NNG',25,22.0,3.0,8.341275039609497,hawkish
금리/NNG;낮/VV고유/NNG,25,6.0,11.0,0.6204254161693016,dovish
유가/NNG;상품/NNG;가격/NNG;상승/NNG,25,14.0,8.0,1.9905315435431756,hawkish
국채/NNG;가격/NNG;우려/NNG,25,4.0,15.0,0.30331909234943627,dovish
판매/NNG;신장/NNG,25,13.0,9.0,1.64297841689278,hawkish
간직/NNG,25,14.0,7.0,2.2748931926207723,hawkish
국제/NNG;유가/NNG;저점/NNG,25,6.0,12.0,0.5687232981551931,dovish
밤새워/VV,25,0.5,25.0,0.02274893192620772,dovish
금융시장/NNG;불확실성/NNG;해소/NNG,25,7.0,15.0,0.5308084116115135,dovish
뱀/NNG,25,7.0,14.0,0.5687232981551931,dovish
각개/NNG,25,12.0,10.0,1.3649359155724634,hawkish
종도/NNG,25,12.0,5.0,2.729871831144927,hawkish
양강/NNG,25,12.0,8.0,1.706169894465579,hawkish
기업/NNG;실적/NNG;향상/NNG,25,13.0,7.0,2.1124008217192882,hawkish
될라/VV,25,6.0,12.0,0.5687232981551931,dovish
발사대/NNG,25,5.0,19.0,0.2993280516606279,dovish
국채선물시장/NNG;안전자산/NNG;선호/NNG,25,4.0,12.0,0.3791488654367954,dovish
사들였으며/VV,25,10.0,8.0,1.4218082453879826,hawkish
산책/NNG,25,16.0,6.0,3.033190923494363,hawkish
물가/NNG;기대/NNG;높/VA,25,10.0,8.0,1.4218082453879826,hawkish
국채/NNG;금리/NNG;고공행진/NNG,25,13.0,7.0,2.1124008217192882,hawkish
gdp/NNG;증가율/NNG;마이너스/NNG,25,5.0,19.0,0.2993280516606279,dovish
비회/NNG,25,10.0,6.0,1.8957443271839771,hawkish
차체/NNG,25,13.0,7.0,2.1124008217192882,hawkish
가계/NNG;지출/NNG;감소/NNG,25,6.0,13.0,0.5249753521432552,dovish
기대/NNG;점차/MAG;높/VA,25,7.0,13.0,0.6124712441671311,dovish
원시/NNG,25,5.0,14.0,0.40623092725370935,dovish
달러원/NNG;경제/NNG;지표/NNG;호조/NNG,25,7.0,13.0,0.6124712441671311,dovish
날개/NNG;없/VA;추락/NNG,25,7.0,15.0,0.5308084116115135,dovish
정할지/VV,25,6.0,9.0,0.7582977308735906,dovish
신용시장/NNG;우려/NNG,25,8.0,14.0,0.6499694836059349,dovish
과감/NNG;완화/NNG,25,6.0,13.0,0.5249753521432552,dovish
예상/NNG;지연/NNG,25,12.0,9.0,1.5165954617471813,hawkish
국채선물시장/NNG;소폭/MAG;상승/NNG,25,8.0,13.0,0.6999671361910069,dovish
어상/NNG,25,7.0,11.0,0.7238296521975185,dovish
